Name	Set	Imagefile	Number	Type	Affiliation	Offense	Cost	Ilustrador	Skills	Bloque	Edicion	Rework
Incinerar	espada_sagrada	126	126	Talisman			0	GABRIEL RODRÍGUEZ	Destruye 2 de tus Aliados y una carta oponente. Incinerar no afecta oros.	Primer Bloque	Espada Sagrada	
Favor de la Corte	espada_sagrada	127	127	Talisman			2	WALDO RETAMALES	Elige una carta oponente y devuélvela a su mano. Favor de la Corte no afecta oros.	Primer Bloque	Espada Sagrada	
Knockers	espada_sagrada	128	128	Talisman			2	JUAN VÁSQUEZ	Un Aliado que porte un arma, gana + 2 a la fuerza hasta el final del turno.	Primer Bloque	Espada Sagrada	
Brownie	espada_sagrada	129	129	Talisman			3	WALDO RETAMALES	Descarta 2 de tu oponente al azar. Tu oponente roba 1 carta.	Primer Bloque	Espada Sagrada	
Urisk	espada_sagrada	130	130	Talisman			0	ABBAY	Cada jugador roba 2 cartas.	Primer Bloque	Espada Sagrada	
Legado del Bosque	espada_sagrada	131	131	Talisman			2	JUAN VÁSQUEZ	Cada jugador baraja 2 cartas de su cementerio con su mazo castillo y luego roba 1 carta.	Primer Bloque	Espada Sagrada	
Producir Terremoto	espada_sagrada	132	132	Talisman			3	MAURICIO HERRERA	Cada jugador bota 3 cartas. Producir Terremoto no puede ser anulado.	Primer Bloque	Espada Sagrada	
Totem del Errante	espada_sagrada	133	133	Totem			5	MAURICIO HERRERA	En tu fase de vigilia, puedes pagar 2 de oro para desterrar la carta superior del mazo castillo oponente.	Primer Bloque	Espada Sagrada	
Totem Goblin	espada_sagrada	134	134	Totem			4	MAURICIO HERRERA	En tu fase de vigilia y una vez por turno, puedes pagar 3 de oro para que tu oponente bote 3 cartas.	Primer Bloque	Espada Sagrada	
Totem de Cristal	espada_sagrada	135	135	Totem			2	GABRIEL RODRÍGUEZ	En tu fase de vigilia y una vez por turno, puedes pagar 3 de oro para barajar un Talismán de tu cementerio a tu mazo castillo.	Primer Bloque	Espada Sagrada	
Totem Alquimico	espada_sagrada	136	136	Totem			4	JUAN VÁSQUEZ	En tu fase de vigilia y sólo una vez por turno, puedes destruir a uno de tus Aliados para generar tanto oro como fuerza tenga ese Aliado.	Primer Bloque	Espada Sagrada	
Oldhage	espada_sagrada	137	137	Totem			3	WALDO RETAMALES	En tu fase de vigilia, puedes pagar 2 de oro y botar 1 carta para buscar un Tótem en tu mazo castillo y ponerlo en tu mano.	Primer Bloque	Espada Sagrada	
Totem de Nwyre	espada_sagrada	138	138	Totem			3	VENUS ASTUDILLO	Paga 1 de oro y roba 1 carta.	Primer Bloque	Espada Sagrada	
Totem del Conjurador	espada_sagrada	139	139	Totem			6	JUAN VÁSQUEZ	Sólo puedes tener un Tótem del Conjurador en tu línea de apoyo. Cada vez que bajes un Aliado, tu oponente bota de su mazo castillo tantas cartas como fuerza tenga el Aliado.	Primer Bloque	Espada Sagrada	
Armadura Completa	espada_sagrada	140	140	Arma			2	MAURICIO HERRERA	El portador de Armadura Completa no puede ser afectado por habilidades de Aliados oponentes.	Primer Bloque	Espada Sagrada	
Hacha de Batalla	espada_sagrada	141	141	Arma			3	MAURICIO HERRERA	El portador de Hacha de Batalla gana + 2 a la fuerza y puede robar 1 carta extra al final del turno.	Primer Bloque	Espada Sagrada	
Botas Elficas	espada_sagrada	142	142	Arma			1	MAURICIO HERRERA	El portador de Botas Elficas puede ser declarado como atacante.	Primer Bloque	Espada Sagrada	
Espada Dentada	espada_sagrada	143	143	Arma			2	MAURICIO HERRERA	Si su portador es un Dragón, gana + 2 a la fuerza. Si su portador no es un Dragón, gana + 1 a la fuerza.	Primer Bloque	Espada Sagrada	
Mandoble	espada_sagrada	144	144	Arma			3	MAURICIO HERRERA	El portador de Mandoble duplica su fuerza y para atacar debe pagar 2 de oro.	Primer Bloque	Espada Sagrada	
Scotish	espada_sagrada	145	145	Arma			2	MAURICIO HERRERA	Si su portador es un Faerie, gana + 2 a la fuerza. Si su portador no es un Faerie, gana + 1 a la fuerza.	Primer Bloque	Espada Sagrada	
Morning Star	espada_sagrada	146	146	Arma			3	MAURICIO HERRERA	El portador de Morning Star gana + 2 a la fuerza y se considera imbloqueable.	Primer Bloque	Espada Sagrada	
Kay	espada_sagrada	147	147	Aliado	Caballero	3	2	ANDRÉS SILVA	Sólo puede atacar si Rey Arturo Pendragón está en juego.	Primer Bloque	Espada Sagrada	
Halconero Real	espada_sagrada	148	148	Aliado	Caballero	0	0	JUAN VÁSQUEZ	Cuando entra en juego roba 1 carta, a menos que tu oponente descarte 1.	Primer Bloque	Espada Sagrada	
Piqueros	espada_sagrada	149	149	Aliado	Caballero	2	3	JUAN VÁSQUEZ	En tu fase de vigilia, si Piqueros está en tu cementerio, puedes pagar su coste y ponerlo en juego.	Primer Bloque	Espada Sagrada	
Caballeria Ligera	espada_sagrada	150	150	Aliado	Caballero	3	4	GABRIEL RODRÍGUEZ	Caballería Ligera puede bloquear a dos Aliados atacantes.	Primer Bloque	Espada Sagrada	
Comisario	espada_sagrada	151	151	Aliado	Caballero	2	3	JUAN VÁSQUEZ	En tu fase de vigilia, destierra a Comisario para que tu oponente no pueda robar en su turno.	Primer Bloque	Espada Sagrada	
Guardia Real	espada_sagrada	152	152	Aliado	Caballero	3	2	JUAN VÁSQUEZ	Guardia Real debe atacar al entrar en juego en todos tus turnos. Si algún turno no ataca, debe ser destruido.	Primer Bloque	Espada Sagrada	
Campesino	espada_sagrada	153	153	Aliado	Caballero	1	2	WALDO RETAMALES	En tu fase de vigilia, destruye a Campesino para generar 1 oro por esté turno.	Primer Bloque	Espada Sagrada	
Sir Gareth	espada_sagrada	154	154	Aliado	Caballero	0	2	GABRIEL RODRÍGUEZ	Sir Gareth puede portar dos armas.	Primer Bloque	Espada Sagrada	
Sir Thomas	espada_sagrada	155	155	Aliado	Caballero	2	3	JUAN VÁSQUEZ	Cuando Sir Thomas es declarado atacante, gana + 2 a la fuerza hasta el final del turno.	Primer Bloque	Espada Sagrada	
Sir Lucan	espada_sagrada	156	156	Aliado	Caballero	2	3	ABBAY	Cuando entra en juego, puedes buscar otro Sir Lucan en tu mazo castillo y ponerlo en tu mano.	Primer Bloque	Espada Sagrada	
Sir Mador del Portal	espada_sagrada	157	157	Aliado	Caballero	3	1	GABRIEL RODRÍGUEZ	Sólo puede bloquear. No puede portar armas.	Primer Bloque	Espada Sagrada	
Sir Gaerin, El Blanco	espada_sagrada	158	158	Aliado	Caballero	2	2	JUAN VÁSQUEZ	En tu fase de vigilia puedes destruir a Sir Gaerin, El Blanco, para anular la habilidad de un Caballero hasta el final del turno.	Primer Bloque	Espada Sagrada	
Sir Jason de la Sangre	espada_sagrada	159	159	Aliado	Caballero	3	3	MAURICIO HERRERA	Si tienes algún Dragón en juego, Sir Jason de la Sangre puede atacar cuando entra en juego.	Primer Bloque	Espada Sagrada	
Duque Thurk Bloodline	espada_sagrada	160	160	Aliado	Dragon	3	2	MAURICIO HERRERA	Sólo puede atacar, si designas como atacantes a otros 2 Dragones .	Primer Bloque	Espada Sagrada	
Aghast, El Dragon	espada_sagrada	161	161	Aliado	Dragon	1	2	MAURICIO HERRERA	Cuando Aghast, El Dragón, entra en juego, puedes buscar un arma en tu mazo castillo y ponerla en tu mano.	Primer Bloque	Espada Sagrada	
Draco Sangre	espada_sagrada	162	162	Aliado	Dragon	2	3	MAURICIO HERRERA	Puede atacar cuando entra en juego.	Primer Bloque	Espada Sagrada	
Atha - Uk	espada_sagrada	163	163	Aliado	Dragon	2	3	MAURICIO HERRERA	En tu fase de vigilia, puedes destruir a Atha - Uk para desterrar 1 carta del cementerio oponente.	Primer Bloque	Espada Sagrada	
Guerreros del Dragon	espada_sagrada	164	164	Aliado	Dragon	2	2	JUAN VÁSQUEZ	Si es destruida, Guerreros del Dragón, debes desterrarla.	Primer Bloque	Espada Sagrada	
Barbaros Enfurecidos	espada_sagrada	165	165	Aliado	Dragon	3	2	CARLOS HERRERA	Si no tienes otro Aliado Dragón en juego, destruye a los Bárbaros Enfurecidos al final de esté turno.	Primer Bloque	Espada Sagrada	
Dragon Nodriza	espada_sagrada	166	166	Aliado	Dragon	3	4	ABBAY	Cuando entra en juego, puedes buscar otra copia de Dragón Nodriza en tu mazo castillo y ponerla en tu mano.	Primer Bloque	Espada Sagrada	
Dragonel	espada_sagrada	167	167	Aliado	Dragon	5	3	JUAN VÁSQUEZ	Sólo puede bloquear.	Primer Bloque	Espada Sagrada	
Bandidos Pictos	espada_sagrada	168	168	Aliado	Dragon	1	1	MAURICIO HERRERA	Puedes destruir Bandidos Pictos, para barajar a un Aliado oponente de igual fuerza en su mazo castillo.	Primer Bloque	Espada Sagrada	
Draco Aguila	espada_sagrada	169	169	Aliado	Dragon	1	2	GABRIEL RODRÍGUEZ	Draco Águila se considera imbloqueable.	Primer Bloque	Espada Sagrada	
Cultistas del Dragon	espada_sagrada	170	170	Aliado	Dragon	1	2	JUAN VÁSQUEZ	Puedes destruir a Cultista del Dragón, para ver la mano de tu oponente y barajar en su mazo castillo una carta de Aliado de su mano.	Primer Bloque	Espada Sagrada	
Caballeros Pictos	espada_sagrada	171	171	Aliado	Dragon	2	1	JUAN VÁSQUEZ	Sólo puede atacar, si tu oponente tiene algún Caballero en juego.	Primer Bloque	Espada Sagrada	
Dregon	espada_sagrada	172	172	Aliado	Dragon	10	8	CARLOS HERRERA	Si Dregon es declarado atacante, debes destruirlo al final del turno.	Primer Bloque	Espada Sagrada	
Ravido	espada_sagrada	173	173	Aliado	Dragon	2	2	JUAN VÁSQUEZ	Cuando Rávido entra en juego, debe ser declarado atacante y destruirlo al final del turno.	Primer Bloque	Espada Sagrada	
Goblin	espada_sagrada	174	174	Aliado	Faerie	2	2	MAURICIO HERRERA	Si tienes 3 Goblin en juego, éstos se consideran imbloquebles.	Primer Bloque	Espada Sagrada	
Hobgoblin	espada_sagrada	175	175	Aliado	Faerie	3	2	MAURICIO HERRERA	Mientras tengas a Hobglobin en juego, al final de tu turno, debes descartar 1 carta.	Primer Bloque	Espada Sagrada	
Arquero Elfo	espada_sagrada	176	176	Aliado	Faerie	2	2	VENUS ASTUDILLO	Si Arquero Elfo es declarado bloqueador, destrúyelo al final del turno.	Primer Bloque	Espada Sagrada	
Ciervo Sagrado	espada_sagrada	177	177	Aliado	Faerie	1	2	WALDO RETAMALES	Cuando Ciervo Sagrado ataque, tus Aliados imbloqueables ganan + 1 a la fuerza hasta el final del turno.	Primer Bloque	Espada Sagrada	
Duendes	espada_sagrada	178	178	Aliado	Faerie	2	0	ANDRÉS SILVA	Cuando Duendes entre en juego, debes descartar 1 carta.	Primer Bloque	Espada Sagrada	
Goblin Conjurador	espada_sagrada	179	179	Aliado	Faerie	1	3	MAURICIO HERRERA	En tu fase de vigilia y una vez por turno, puedes pagar 3 de oro para buscar un Talismán en tu mazo castillo y ponerlo en tu mano.	Primer Bloque	Espada Sagrada	
Armada Elfica	espada_sagrada	180	180	Aliado	Faerie	1	2	JUAN VÁSQUEZ	Gana + 1 a la fuerza, por cada Armada Élfica que tengas en juego.	Primer Bloque	Espada Sagrada	
Talsoi	espada_sagrada	181	181	Aliado	Faerie	2	3	MAURICIO HERRERA	Si Talsoi porta un arma, gana + 1 a la fuerza y debe atacar todos tus turnos.	Primer Bloque	Espada Sagrada	
Hijas del Caldero	espada_sagrada	182	182	Aliado	Faerie	1	1	WALDO RETAMALES	Si tienes 3 Hijas del Caldero en juego: en respuesta a finalizar tu turno, puedes desterrarlas para ganar un turno extra.	Primer Bloque	Espada Sagrada	
Galeb Duhr	espada_sagrada	183	183	Aliado	Faerie	1	1	GABRIEL RODRÍGUEZ	En respuesta a que uno de tus oros sea destruido, puedes barajar a Galeb Duhr en tu mazo castillo para salvarlo.	Primer Bloque	Espada Sagrada	
Otyugh	espada_sagrada	184	184	Aliado	Faerie	1	4	MAURICIO HERRERA	Por cada Aliado que tengas en juego, Otyugh gana + 1 a la fuerza.	Primer Bloque	Espada Sagrada	
Boggart	espada_sagrada	185	185	Aliado	Faerie	1	2	WALDO RETAMALES	Si Boggart es destruido, tu oponente elige entre botar 2 cartas de su mazo castillo o descartar 1 de su mano.	Primer Bloque	Espada Sagrada	
Brag	espada_sagrada	186	186	Aliado	Faerie	1	2	MAURICIO HERRERA	Cuando Brag entra en juego, puedes barajar 1 carta de tu mano en tu mazo castillo. Luego robar 1 carta.	Primer Bloque	Espada Sagrada	
Asesinos en la Corte	espada_sagrada	187	187	Talisman			4	JUAN VÁSQUEZ	Destruye un Aliado oponente de fuerza 2 ó menor.	Primer Bloque	Espada Sagrada	
Camino a Avalon	espada_sagrada	188	188	Talisman			3	WALDO RETAMALES	Destruye 1 de tus Aliados para barajar 1 carta de tu cementerio en tu mazo castillo.	Primer Bloque	Espada Sagrada	
Cantrip	espada_sagrada	189	189	Talisman			0	VENUS ASTUDILLO	Roba 1 carta.	Primer Bloque	Espada Sagrada	
Nombrado Escudero	espada_sagrada	190	190	Talisman			2	MAURICIO HERRERA	En tu fase de vigilia, elige un Aliado oponente y éste no podrá bloquear Caballeros hasta el final del turno.	Primer Bloque	Espada Sagrada	
Grig	espada_sagrada	191	191	Talisman			2	JUAN VÁSQUEZ	En guerra de Talismanes, uno de tus Aliados gana + 2 a la fuerza hasta el final del turno.	Primer Bloque	Espada Sagrada	
Talisman Celta	espada_sagrada	192	192	Talisman			4	WALDO RETAMALES	Tu oponente debe destruir un Aliado a su elección.	Primer Bloque	Espada Sagrada	
Juglares	espada_sagrada	193	193	Talisman			0	WALDO RETAMALES	Genera un oro hasta el final del turno.	Primer Bloque	Espada Sagrada	
Hechizo de Niebla	espada_sagrada	194	194	Talisman			2	GABRIEL RODRÍGUEZ	Un Aliado oponente no puede bloquear durante esté turno.	Primer Bloque	Espada Sagrada	
Yermo	espada_sagrada	195	195	Talisman			2	JUAN VÁSQUEZ	Sube a la mano un Aliado oponente que porte un arma.	Primer Bloque	Espada Sagrada	
Funeral para un Amigo	espada_sagrada	196	196	Talisman			2	WALDO RETAMALES	Baraja del cementerio a tu mazo castillo un Aliado.	Primer Bloque	Espada Sagrada	
Dioses de la Sombra	espada_sagrada	197	197	Talisman			1	JUAN VÁSQUEZ	Un Aliado oponente gana - 2 a la fuerza hasta el final del turno.	Primer Bloque	Espada Sagrada	
El Juez	espada_sagrada	198	198	Talisman			3	MAURICIO HERRERA	En tu fase de vigilia, elige un Aliado oponente para que pierda su habilidad hasta el final del turno.	Primer Bloque	Espada Sagrada	
Ataque Dragon	espada_sagrada	199	199	Talisman			2	VENUS ASTUDILLO	Un Dragón gana + 2 a la fuerza hasta el final turno.	Primer Bloque	Espada Sagrada	
Relatos de la Mesa Redonda	espada_sagrada	200	200	Talisman			2	GABRIEL RODRÍGUEZ	En tu fase de vigilia, muestra la mano a tu oponente. Si no tienes ningún Talismán, busca uno de tu mazo castillo y pónlo en tu mano.	Primer Bloque	Espada Sagrada	
Leprechaun	espada_sagrada	201	201	Talisman			2	VENUS ASTUDILLO	En respuesta a un ataque, juega a Leprechaun para que los Aliados oponentes ganen - 1 a la fuerza hasta el final del turno.	Primer Bloque	Espada Sagrada	
Bugbear	espada_sagrada	202	202	Talisman			4	MAURICIO HERRERA	En tu fase de vigilia: descarta 1 carta de la mano de tu oponente al azar, para que bote de su mazo castillo tantas cartas como coste de oro tenga la carta descartada.	Primer Bloque	Espada Sagrada	
Ser Incorporeo	espada_sagrada	203	203	Talisman			2	MAURICIO HERRERA	Un Aliado puede bloquear Aliados imbloqueables, hasta el final del juego.	Primer Bloque	Espada Sagrada	
Gwyllion	espada_sagrada	204	204	Talisman			0	WALDO RETAMALES	Por dos turnos, los oponentes juegan mostrando su mano.	Primer Bloque	Espada Sagrada	
Vegetacion Animada	espada_sagrada	205	205	Talisman			1	WALDO RETAMALES	En tu fase de vigilia, destruye uno de tus oros para que un Aliado oponente tenga fuerza cero hasta el final del turno.	Primer Bloque	Espada Sagrada	
Alquimista	espada_sagrada	206	206	Talisman			3	MAURICIO HERRERA	En tu fase de vigilia, busca un oro normal en tu mazo castillo y pónlo en tu reserva.	Primer Bloque	Espada Sagrada	
Totem Celta	espada_sagrada	207	207	Totem			4	MAURICIO HERRERA	Cuando el Tótem Celta entre en juego, nombra un tipo de carta. Mientras esté en juego, siempre que tu oponente juege ese tipo, debe botar 2 cartas.	Primer Bloque	Espada Sagrada	
Totem de Bossus	espada_sagrada	208	208	Totem			3	GABRIEL RODRÍGUEZ	En cada fase de agrupar, tu oponente destierra 1 carta de su cementerio.	Primer Bloque	Espada Sagrada	
Totem de Hobgoblin	espada_sagrada	209	209	Totem			6	MAURICIO HERRERA	En tu fase de vigilia, puedes elegir: pagar 4 de oro, para que tu oponente bote 4 cartas; o destruir a Tótem Hobgoblin, para robar 2 cartas.	Primer Bloque	Espada Sagrada	
Totem de las Alas Eternas	espada_sagrada	210	210	Totem			3	ABBAY	Mientras Tótem de las Alas Eternas esté en juego, tus Aliados imbloqueables ganan + 1 a la fuerza.	Primer Bloque	Espada Sagrada	
Totem del Draco	espada_sagrada	211	211	Totem			5	MAURICIO HERRERA	Cada vez que bajes un Dragón, puedes buscar una carta de tu cementerio y barajarla con tu mazo castillo.	Primer Bloque	Espada Sagrada	
Argusthat	espada_sagrada	212	212	Totem			3	WALDO RETAMALES	En tu fase de vigilia y una vez por turno, puedes pagar 2 de oro para buscar un Aliado en tu cementerio y barajarlo con tu mazo castillo.	Primer Bloque	Espada Sagrada	
Totem del Alba	espada_sagrada	213	213	Totem			4	GABRIEL RODRÍGUEZ	Mientras Tótem del Alba esté en juego, cada vez que bajes un Tótem, tu oponente debe botar 1 carta.	Primer Bloque	Espada Sagrada	
Espada Larga	espada_sagrada	214	214	Arma			1	MAURICIO HERRERA	Para que el portador de Espada Larga pueda atacar, debe pagar 2 de oro.	Primer Bloque	Espada Sagrada	
Caballo de Batalla	espada_sagrada	215	215	Arma			2	MAURICIO HERRERA	Su portador debe ser un Caballero. En cada turno que no sea declarado atacante, puedes ver las 4 cartas superiores de tu mazo castillo, ordenarlas y devolverlas como quieras.	Primer Bloque	Espada Sagrada	
Caballo Ligero	espada_sagrada	216	216	Arma			2	MAURICIO HERRERA	Su portador se considera imbloqueable.	Primer Bloque	Espada Sagrada	
Dardos Envenenados	espada_sagrada	217	217	Arma			1	MAURICIO HERRERA	En tu fase de vigilia, su portador gana - 1 a la fuerza permanentemente.	Primer Bloque	Espada Sagrada	
Catapulta	espada_sagrada	218	218	Arma			1	MAURICIO HERRERA	Si su portador es bloqueado, tu oponente se descarta de 1 carta.	Primer Bloque	Espada Sagrada	
Espada Corta	espada_sagrada	219	219	Arma			2	MAURICIO HERRERA	Su portador gana + 1 a la fuerza y puede portar otra arma.	Primer Bloque	Espada Sagrada	
Alabarda	espada_sagrada	220	220	Arma			2	MAURICIO HERRERA	Destierra a Alabarda, para que su portador gane + 2 a la fuerza permanentemente.	Primer Bloque	Espada Sagrada	
Codex Arturicus	espada_sagrada	221	221	Oro				MAURICIO HERRERA	En la fase de asignación de daño, destierra Codex Artúricos para reducir todo el daño a 0. No puede ser usado como oro inicial. Carta Única.	Primer Bloque	Espada Sagrada	
Azor	espada_sagrada	222	222	Oro				ABBAY		Primer Bloque	Espada Sagrada	
Pergamino de Bardo	espada_sagrada	223	223	Oro				WALDO RETAMALES		Primer Bloque	Espada Sagrada	
Tierras Cultivadas	espada_sagrada	224	224	Oro				WALDO RETAMALES		Primer Bloque	Espada Sagrada	
Herrero	espada_sagrada	225	225	Oro				JUAN VÁSQUEZ	En tu fase de vigilia, Herrero genera 2 oros para jugar armas. Si pierde la habilidad es destruido.	Primer Bloque	Espada Sagrada	
Carruaje de Plata	espada_sagrada	226	226	Oro				ARLES		Primer Bloque	Espada Sagrada	
Escudo de Familia	espada_sagrada	227	227	Oro				WALDO RETAMALES		Primer Bloque	Espada Sagrada	
Tesoro Celta	espada_sagrada	228	228	Oro				WALDO RETAMALES		Primer Bloque	Espada Sagrada	
Votos Sagrados	espada_sagrada	229	229	Oro				VENUS ASTUDILLO		Primer Bloque	Espada Sagrada	
Arbol de los Viejos Dioses	espada_sagrada	230	230	Oro				JUAN VÁSQUEZ		Primer Bloque	Espada Sagrada	
Anillo Faerie	espada_sagrada	231	231	Oro				MAURICIO HERRERA		Primer Bloque	Espada Sagrada	
Joyeria Picta	espada_sagrada	232	232	Oro				ARLES		Primer Bloque	Espada Sagrada	
Collar de Dragon	espada_sagrada	233	233	Oro				MAURICIO HERRERA		Primer Bloque	Espada Sagrada	
Flota Mercante	espada_sagrada	234	234	Oro				JUAN VÁSQUEZ		Primer Bloque	Espada Sagrada	
